Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Year,DurationSeconds,Transcript_Provider,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0594,C17,FIRST Conference,"Billions of Indicators, Zero Action: How We Fixed That",https://www.youtube.com/watch?v=i9Ai0x4ERNE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0594.txt,2026,1676,whisper_base,1,Hive,2,Cobalt_Strike,4,Command_and_Control,,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
V0595,C17,FIRST Conference,Unlocking Insights: The Role of TI in Modern DFIR Operations,https://www.youtube.com/watch?v=t-UNY-j8FbQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0595.txt,2026,1910,whisper_base,0,,0,,14,Command_and_Control,Windows,3,1,0,0,0,1,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0
V0596,C17,FIRST Conference,"IC5 – Integrated CERT Cyber Communications, Collaboration & Coordination Framework",https://www.youtube.com/watch?v=_CnKokom1ns,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0596.txt,2026,1583,whisper_base,0,,0,,13,Initial_Access,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0597,C17,FIRST Conference,Beyond Human Scale: AI and Automation as Force Multipliers in Cyber Threat Intelligence,https://www.youtube.com/watch?v=39kO7jUzG7U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0597.txt,2026,1488,whisper_base,0,,0,,4,Privilege_Escalation,,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0598,C17,FIRST Conference,OpenTide: From Raw Intelligence to Structured Threat-Informed Detections,https://www.youtube.com/watch?v=_fCcBK0bnIM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0598.txt,2026,1525,whisper_base,0,,0,,3,Initial_Access,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0599,C17,FIRST Conference,Evaluating Threat Intelligence Through Velocity,https://www.youtube.com/watch?v=lmnZd8wTix8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0599.txt,2026,1553,whisper_base,1,Qilin,0,,10,Exfiltration,Windows,2,0,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0
V0600,C17,FIRST Conference,Preparing Vulnerability Management for the Post-Quantum Era: From Legacy Cryptography Crypto-Agility,https://www.youtube.com/watch?v=3rs1uYn7fe4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0600.txt,2026,1815,whisper_base,0,,0,,11,Initial_Access,ESXi,4,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4
V0601,C17,FIRST Conference,"Flipping the Criticality Funnel, A Practical Path to Real Prioritization",https://www.youtube.com/watch?v=ZjKSqGkyZZI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0601.txt,2026,1632,whisper_base,0,,0,,21,Initial_Access,,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0602,C17,FIRST Conference,The CVE Program Quality Era: Strengthening Trust and Impact In Global Vulnerability Data,https://www.youtube.com/watch?v=ci5a19peUag,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0602.txt,2026,3624,whisper_base,1,Play,0,,32,Initial_Access,Linux,28,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0
V0603,C17,FIRST Conference,Vulnrichment Playground,https://www.youtube.com/watch?v=hgS0kXkX_HI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0603.txt,2026,2117,whisper_base,1,Play,0,,47,Initial_Access,Linux,46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
V0604,C18,Malware Analysis for Hedgehogs,Malware Analysis - D3f@ck loader from Inno Setup to JPHP,https://www.youtube.com/watch?v=y09ZreJaWE0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0604.txt,2024,1893,whisper_base,0,,0,,8,Execution,Windows,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
V0605,C18,Malware Analysis for Hedgehogs,Malware Simulators cannot test Antivirus Software,https://www.youtube.com/watch?v=yJZCY22Z-Lo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0605.txt,2024,764,youtube_api,0,,0,,15,Impact,Windows,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,0,2
V0606,C18,Malware Analysis for Hedgehogs,Malware Analysis - JS to PowerShell to XWorm with Binary Refinery,https://www.youtube.com/watch?v=5ZtmYNmVMKo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0606.txt,2024,2051,whisper_base,0,,0,,8,Impact,ESXi,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
V0607,C18,Malware Analysis for Hedgehogs,Malware Theory - Five Unpacking Methods and a Generic Unpacking Approach,https://www.youtube.com/watch?v=z2r06ByQAus,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0607.txt,2024,806,whisper_base,0,,0,,14,Impact,,2,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
V0608,C18,Malware Analysis for Hedgehogs,Malware Analysis - Unpacking AutoIt stub with large obfuscated script,https://www.youtube.com/watch?v=xzxg0Jxnv0E,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0608.txt,2024,2405,whisper_base,0,,0,,31,Impact,,0,1,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0
V0609,C18,Malware Analysis for Hedgehogs,Malware Analysis - .NETReactor deobfuscation and configuration extraction of AgentTesla,https://www.youtube.com/watch?v=3t9BEdA4ch8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0609.txt,2023,978,whisper_base,0,,0,,9,Impact,Windows,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0
V0610,C18,Malware Analysis for Hedgehogs,Malware Analysis - ZPAQ to .NET downloader to Injector DLL unpacking,https://www.youtube.com/watch?v=wLf_Ln8jupY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0610.txt,2023,1688,whisper_base,0,,0,,8,Impact,Windows,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,1,0
V0611,C18,Malware Analysis for Hedgehogs,Malware Analysis - Unpacking Ageostealer built with Electron Framework,https://www.youtube.com/watch?v=kGwa9poV8OU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0611.txt,2023,636,whisper_base,0,,0,,2,Persistence,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0614,C19,OALabs,Vulnerable Antivirus Driver Used by Ransomware - We Reverse Engineer How!!?,https://www.youtube.com/watch?v=ViWLMfSwGVA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0614.txt,2022,1080,whisper_base,0,,0,,28,Initial_Access,Windows,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
V0618,C19,OALabs,Bypassing BlackMatter Anti-Debug With x64dbg [Patreon Unlocked],https://www.youtube.com/watch?v=HlEk7P_VZfg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0618.txt,2022,624,whisper_base,0,,0,,2,Impact,ESXi,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,6
V0620,C19,OALabs,Blackmatter Ransomware - Livestream Lunch and Learn: Reverse Engineering and Binary Attribution,https://www.youtube.com/watch?v=0-pvdxtCwfE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0620.txt,2021,7206,whisper_base,3,"BlackMatter, DarkSide, Play",0,,175,Impact,Windows,3,0,0,20,0,0,0,4,0,148,0,0,0,0,0,0,0,0,4,1,4
V0624,C20,LiveOverflow,"VPNs, Proxies and Secure Tunnels Explained (Deepdive)",https://www.youtube.com/watch?v=32KKwgF67Ho,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0624.txt,2023,792,youtube_api,0,,0,,10,Impact,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
V0625,C20,LiveOverflow,Crafting a Minecraft 0day...,https://www.youtube.com/watch?v=i-2UgCDdhpM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0625.txt,2022,1689,whisper_base,1,Play,0,,53,Impact,,2,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
V0626,C20,LiveOverflow,I've been Hacking for 10 Years! (Stripe CTF Speedrun),https://www.youtube.com/watch?v=BFMmSJ3PRZM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0626.txt,2022,1737,whisper_base,1,Play,0,,34,Initial_Access,Linux,28,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2
V0627,C20,LiveOverflow,Design Flaw in Security Product - ALLES! CTF 2021,https://www.youtube.com/watch?v=v784VBx9w8g,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0627.txt,2021,748,youtube_api,0,,0,,48,Impact,,6,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
V0628,C20,LiveOverflow,Discussing Heap Exploit Strategies for sudo - Ep. 09,https://www.youtube.com/watch?v=c2Qi7traPls,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0628.txt,2021,523,whisper_base,0,,0,,25,Initial_Access,,23,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0629,C20,LiveOverflow,Reading Kernel Source Code - Analysis of an Exploit,https://www.youtube.com/watch?v=oIAP1_NrSbY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0629.txt,2021,1142,whisper_base,0,,0,,22,Initial_Access,Linux,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
V0632,C21,CyberWire,State of the router.,https://www.youtube.com/watch?v=ODDo2G0vemY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0632.txt,2026,1711,whisper_base,2,"Play, Qilin",0,,18,Initial_Access,,10,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
V0633,C21,CyberWire,Conti-versal opinions. [Research Saturday],https://www.youtube.com/watch?v=vNzvkRmVeOY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0633.txt,2026,1798,whisper_base,2,"Conti, Royal",2,BloodHound,8,Impact,,2,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0
V0634,C21,CyberWire,Conti-versal opinions.,https://www.youtube.com/watch?v=8yBhnwfslEM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0634.txt,2026,1785,whisper_base,2,"Conti, Royal",0,,7,Impact,,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
V0635,C21,CyberWire,"GoshDarn it, that’s advanced.",https://www.youtube.com/watch?v=VpiXDzdwWmc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0635.txt,2026,1631,youtube_api,2,"BlackCat, Conti",4,"Mimikatz, AnyDesk",27,Initial_Access,,15,2,2,0,2,0,0,1,0,5,0,2,0,0,0,2,0,0,0,0,0
V0636,C21,CyberWire,Who you gonna call?,https://www.youtube.com/watch?v=cJvw-3jicpo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0636.txt,2026,1549,whisper_base,0,,0,,17,Initial_Access,Windows,8,1,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0
V0638,C21,CyberWire,Azure you concerned?,https://www.youtube.com/watch?v=LRNyRLRePD0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0638.txt,2026,1767,whisper_base,1,Play,2,BloodHound,29,Initial_Access,Windows,18,2,2,0,0,0,5,1,0,1,0,0,0,0,0,0,0,2,2,2,0
V0639,C21,CyberWire,"Welcome home, hacker.",https://www.youtube.com/watch?v=ALOcDvsFVng,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0639.txt,2026,1800,whisper_base,1,Play,0,,10,Initial_Access,Windows,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
V0640,C21,CyberWire,NetNut gets cracked.,https://www.youtube.com/watch?v=lKMtuO-92s0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0640.txt,2026,1859,youtube_api,2,"Cl0p, Play",2,BloodHound,27,Initial_Access,,15,4,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0
V0641,C21,CyberWire,The people's AI?,https://www.youtube.com/watch?v=GUwZNGcoEXo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0641.txt,2026,1525,whisper_base,1,INC,0,,24,Initial_Access,,14,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V0642,C22,Threatpost,Chris Eng: Patch Management Issues Driving 'Security Debt',https://www.youtube.com/watch?v=zOLQWK6r5ew,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0642.txt,2020,694,whisper_base,0,,0,,15,Initial_Access,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0643,C22,Threatpost,RSAC: Keeping Smart Cities Safe From Hacks,https://www.youtube.com/watch?v=ktZ8HUkFj1M,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0643.txt,2020,566,whisper_base,1,Play,0,,9,Initial_Access,,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
V0644,C22,Threatpost,RSAC 2020: Ransomware a Growing OT Security Threat,https://www.youtube.com/watch?v=kmBQZHBr87M,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0644.txt,2020,628,whisper_base,0,,0,,2,Initial_Access,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0645,C22,Threatpost,"Post-GandCrab, Criminals Left Hunting New Ransomware in Underground Forums",https://www.youtube.com/watch?v=JAdK84JtvNY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0645.txt,2019,468,youtube_api,0,,0,,1,Impact,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0646,C22,Threatpost,RSA Conference 2019: The Ransomware Market is Making a Comeback,https://www.youtube.com/watch?v=coGBrvBezBc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0646.txt,2019,645,whisper_base,0,,0,,4,Exfiltration,,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
V0647,C22,Threatpost,RSA Conference 2019: IoT is Next Big Target of Man-in-The-Middle Attacks,https://www.youtube.com/watch?v=GA448BcbvRU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0647.txt,2019,704,whisper_base,0,,0,,9,Initial_Access,,4,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
V0648,C22,Threatpost,RSA Conference 2019: BleedingBit's Impact Continues,https://www.youtube.com/watch?v=YLxjF3pBgn8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0648.txt,2019,424,whisper_base,0,,0,,10,Initial_Access,,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0649,C22,Threatpost,"Nate Cardozo, Attorney with EFF Talks Encryption at RSA Conference 2018",https://www.youtube.com/watch?v=JznI8tXK_WM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0649.txt,2018,533,whisper_base,1,Play,0,,21,Impact,,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
V0650,C22,Threatpost,Bruce Schneier on the Integration of Privacy and Security,https://www.youtube.com/watch?v=oeGecxobdTA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0650.txt,2016,917,whisper_base,1,Play,0,,1,Impact,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0651,C22,Threatpost,Steve Adegbite on Data Integrity,https://www.youtube.com/watch?v=P82BLQ1os4c,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0651.txt,2016,357,whisper_base,0,,0,,12,Impact,,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
V0652,C23,Microsoft Security,Microsoft Defender | Security Alert Triage Agent,https://www.youtube.com/watch?v=LXEzdY6VXcQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0652.txt,2026,342,whisper_base,0,,0,,1,Initial_Access,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0653,C23,Microsoft Security,Zero Trust Workshop - Mobile Threat Defense,https://www.youtube.com/watch?v=mYCZ_f9svzM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0653.txt,2026,461,whisper_base,0,,0,,1,Exfiltration,Windows,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
V0654,C23,Microsoft Security,Securing AI with Azure AI Foundry | Built-in protections for Cloud & AI platforms,https://www.youtube.com/watch?v=w3O1ZY_9lPg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C23_Microsoft_Security/V0654.txt,2025,625,whisper_base,0,,0,,3,Initial_Access,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0655,C24,Cisco Talos Intelligence Group,Where Protection Starts: Cisco Talos Intelligence Integrations,https://www.youtube.com/watch?v=JXyz2gni2Us,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0655.txt,2026,349,whisper_base,0,,0,,6,Initial_Access,Windows,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
V0656,C24,Cisco Talos Intelligence Group,"The TTP 23: AI Phishing, Fake CAPTCHA & Real-World Cyber Threat Trends (Q1 2026)",https://www.youtube.com/watch?v=wppL7JBshK8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0656.txt,2026,789,whisper_base,0,,0,,10,Credential_Access,Windows,1,1,0,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0
V0657,C24,Cisco Talos Intelligence Group,The TTP Ep. 22: The Collapse of the Patch Window,https://www.youtube.com/watch?v=o1xKzRjKRpE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0657.txt,2026,474,whisper_base,0,,0,,35,Initial_Access,,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0658,C24,Cisco Talos Intelligence Group,The TTP 13: Cyber Criminals Brought PowerShell 1.0 to a Modern Ransomware Fight (Talos IR Q2 2025),https://www.youtube.com/watch?v=gJtmgbrf7wU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0658.txt,2025,953,whisper_base,0,,0,,30,Execution,Windows,3,13,1,0,2,0,3,0,1,7,0,0,0,0,0,0,0,0,17,0,0
V0659,C24,Cisco Talos Intelligence Group,"The TTP Ep 11: Phishing attacks surge, while ransomware attacks are being caught earlier",https://www.youtube.com/watch?v=p1s_-AajB-w,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0659.txt,2025,734,whisper_base,0,,3,"AnyDesk, TeamViewer",7,Impact,,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0
V0660,C24,Cisco Talos Intelligence Group,"The TTP Ep 10 (Part 2): Ransomware groups, and why we're seeing more identity attacks",https://www.youtube.com/watch?v=YFwMSxYd-Kk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0660.txt,2025,587,whisper_base,1,Play,0,,4,Initial_Access,Windows,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
V0661,C24,Cisco Talos Intelligence Group,The TTP Ep 10 (Part 1): Talos' 2024 Year in Review trends,https://www.youtube.com/watch?v=XTDnHbYJrH0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C24_Cisco_Talos_Intelligence_Group/V0661.txt,2025,689,whisper_base,1,Play,0,,11,Execution,Windows,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
